;asertividad;autoconciencia emocional;autoestima;desarrollar y estimular a los demás;empatía;autocontrol emocional;influencia;liderazgo;optimismo;relación social;colaboración y cooperación;comprensión organizativa;conciencia crítica;desarrollo de las relaciones;tolerancia a la frustración;comunicacion asertiva;manejo de conflictos;motivación de logro;percepción y comprensión emocional;violencia
empolland;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
empoll;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
emprendedor;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
encal;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
encant;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
encarcel;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
encon;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
endos;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
enemig;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
energet;0.115;0.000;0.166;0.195;0.195;0.000;0.179;0.213;0.155;0.187;0.141;0.000;0.000;0.000;0.000;0.000;0.152;0.211;0.000;0.000
energ;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
enfad;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
enferm;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
enfermed;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
enfermedad;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
enfoc;0.000;0.150;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.170;0.163;0.000;0.137;0.131;0.152;0.211;0.000;0.000
enfurecedor;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
enfurec;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
enganch;0.115;0.150;0.166;0.195;0.195;0.149;0.179;0.000;0.000;0.187;0.141;0.000;0.000;0.177;0.000;0.131;0.152;0.000;0.157;0.000
engaÃ±;0.115;0.150;0.166;0.195;0.000;0.149;0.179;0.000;0.000;0.187;0.141;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
engreid;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
enhorabuen;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
enjuici;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
enoj;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
enorm;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ensordecedor;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
entreten;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
entristec;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
entumec;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
entusiasm;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
entusiast;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
envenen;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
envidi;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
equivoc;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
errone;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
error;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
erupcion;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
escandal;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
escap;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
escasez;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
escept;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
esceptic;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
esclarecedor;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.170;0.163;0.000;0.137;0.131;0.152;0.000;0.000;0.000
esclavitud;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
esclaviz;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
escond;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
escori;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
esmer;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.141;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
espald;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
espant;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
especul;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
esper;0.115;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
esperanz;0.115;0.000;0.166;0.000;0.000;0.000;0.000;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
espin;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
espiritu;0.000;0.150;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.157;0.000
esplend;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
espum;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
esta de acuerd;0.000;0.000;0.000;0.000;0.195;0.149;0.000;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
esta de duel;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
establ;0.000;0.150;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
establec;0.000;0.000;0.000;0.195;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
estaf;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
estamp;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
estanc;0.000;0.000;0.166;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
estancamient;0.115;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
estereotip;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.131;0.000;0.000;0.000;0.000
esteriotip;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.131;0.000;0.000;0.000;0.000
estim;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
estimul;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.155;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
estrag;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.000
estrangul;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
estres;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
estupend;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.213;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
estup;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
estupid;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
eufor;0.000;0.000;0.166;0.000;0.000;0.149;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
evit;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.177;0.000;0.000;0.000;0.211;0.000;0.000
exager;0.000;0.000;0.166;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
exalt;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
exasper;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
excelent;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
excepcional;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.170;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
excit;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.157;0.000
exclu;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.131;0.000;0.000;0.157;0.000
exclusion;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.131;0.000;0.000;0.157;0.000
exclus;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.131;0.000;0.000;0.157;0.000
exhaust;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.137;0.000;0.152;0.000;0.000;0.000
exigent;0.000;0.150;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.211;0.000;0.000
exig;0.000;0.150;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.211;0.000;0.000
exit;0.115;0.000;0.166;0.195;0.000;0.000;0.000;0.213;0.155;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.211;0.000;0.000
exito de taquill;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
exoner;0.115;0.000;0.000;0.195;0.195;0.000;0.179;0.000;0.000;0.187;0.141;0.170;0.163;0.177;0.000;0.131;0.000;0.211;0.000;0.000
exonerand;0.115;0.000;0.000;0.195;0.195;0.000;0.179;0.000;0.000;0.187;0.141;0.170;0.163;0.177;0.000;0.131;0.000;0.211;0.000;0.000
expand;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.187;0.141;0.170;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
exploits;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
explor;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.211;0.000;0.000
explot;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
expon;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
exposicion;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
expuest;0.000;0.150;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.000
expuls;0.000;0.000;0.000;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.000
extasi;0.000;0.000;0.000;0.195;0.195;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
extat;0.000;0.000;0.166;0.000;0.000;0.149;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
extiend;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
extraÃ±;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.000
exuber;0.000;0.000;0.166;0.000;0.195;0.000;0.000;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.000
exult;0.115;0.000;0.166;0.195;0.195;0.149;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.211;0.000;0.000
fabul;0.000;0.000;0.166;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
facil;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
facilit;0.115;0.000;0.000;0.195;0.195;0.000;0.000;0.000;0.000;0.187;0.141;0.170;0.000;0.177;0.137;0.131;0.000;0.211;0.000;0.000
faggots;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.262
fall;0.115;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
falsif;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
falsific;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
fals;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
famel;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
fanat;0.000;0.000;0.166;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
fantasm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
fantast;0.000;0.000;0.000;0.000;0.195;0.000;0.179;0.213;0.155;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
fars;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
fascin;0.000;0.150;0.000;0.195;0.195;0.149;0.179;0.000;0.155;0.187;0.000;0.000;0.163;0.177;0.000;0.131;0.000;0.000;0.157;0.000
fascist;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
fastidi;0.000;0.000;0.166;0.000;0.195;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.137;0.000;0.000;0.000;0.000;0.262
fatal;0.000;0.000;0.000;0.000;0.195;0.149;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.137;0.000;0.152;0.000;0.000;0.000
fatig;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.000
favor;0.000;0.000;0.000;0.195;0.195;0.000;0.179;0.000;0.000;0.187;0.141;0.000;0.000;0.177;0.000;0.131;0.152;0.000;0.000;0.000
favorec;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.213;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
favorit;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.213;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
fe;0.000;0.000;0.000;0.195;0.195;0.149;0.179;0.000;0.155;0.187;0.141;0.000;0.000;0.177;0.000;0.000;0.152;0.000;0.157;0.000
fea;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
felic;0.000;0.150;0.166;0.000;0.000;0.149;0.000;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
felicit;0.115;0.000;0.000;0.195;0.195;0.000;0.179;0.000;0.000;0.187;0.141;0.000;0.000;0.000;0.000;0.131;0.152;0.000;0.000;0.000
feliz;0.000;0.000;0.166;0.000;0.000;0.149;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
feo;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
fervient;0.000;0.000;0.166;0.195;0.000;0.000;0.000;0.213;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
fervor;0.000;0.000;0.166;0.195;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
festiv;0.000;0.000;0.166;0.000;0.195;0.000;0.179;0.000;0.000;0.187;0.141;0.170;0.000;0.177;0.000;0.000;0.000;0.000;0.157;0.000
fiasc;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.262
fiel;0.115;0.150;0.166;0.000;0.000;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
fing;0.000;0.000;0.000;0.195;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
firm;0.115;0.000;0.000;0.000;0.000;0.149;0.179;0.213;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
flop;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
fobic;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
foll;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.262
fortalec;0.000;0.150;0.000;0.195;0.195;0.000;0.000;0.213;0.155;0.187;0.141;0.000;0.000;0.177;0.137;0.131;0.152;0.211;0.000;0.000
fortific;0.000;0.000;0.166;0.195;0.195;0.000;0.000;0.213;0.155;0.187;0.000;0.000;0.163;0.177;0.137;0.131;0.152;0.000;0.000;0.000
forz;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
fracas;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
fras;0.000;0.000;0.000;0.195;0.195;0.000;0.000;0.213;0.000;0.000;0.141;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
fraud;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.131;0.000;0.000;0.000;0.000
fraudulent;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
frenes;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
frenet;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
fresc;0.115;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
frustracion;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
frustr;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
frustrant;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
ftw;0.115;0.000;0.166;0.000;0.195;0.000;0.000;0.213;0.155;0.187;0.141;0.000;0.000;0.000;0.000;0.131;0.000;0.000;0.000;0.000
fuck;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
fucking;0.000;0.000;0.166;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
fueg;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
fuerz;0.000;0.150;0.166;0.195;0.195;0.000;0.000;0.213;0.155;0.000;0.141;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.000
fug;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
fumant;0.000;0.150;0.000;0.195;0.000;0.149;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
